PeakID (cmd=annotatePeaks.pl repr_peaks_filtered.bed GRCh38.primary_assembly.genome.fa -gtf gencode.v45.primary_assembly.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
rep1_peak_931	chr1	146204146	146204350	+	102	NA	intron (ENST00000688759.1, intron 1 of 3)	protein_coding-intron (ENST00000362074.8, intron 1 of 4)	24260	ENST00000685177.1	ENSG00000264343	ENST00000362074			NOTCH2NLA			protein_coding
rep1_peak_5172	chr17	42561991	42562245	+	101	NA	promoter-TSS (ENST00000393818.3)	protein_coding-promoter-TSS (ENST00000393818.3)	-16	ENST00000585811.1	ENSG00000068120	ENST00000588757			COASY			protein_coding
rep1_peak_1318	chr1	228621809	228622102	+	101	NA	promoter-TSS (ENST00000363754.1)	rRNA-promoter-TSS (ENST00000363754.1)	-390	ENST00000363754.1	ENSG00000200624	ENST00000363754			RNA5S6			rRNA
rep1_peak_3427	chr14	50039889	50040149	+	101	NA	promoter-TSS (ENST00000553914.6)	lncRNA-promoter-TSS (ENST00000553914.6)	-135	ENST00000553914.6	ENSG00000214900	ENST00000701890			LINC01588			lncRNA
rep1_peak_11526	chr7	151227239	151227422	+	101	NA	promoter-TSS (ENST00000222388.6)	protein_coding-promoter-TSS (ENST00000222388.6)	-125	ENST00000287844.7	ENSG00000033050	ENST00000468073			ABCF2			protein_coding
rep1_peak_10140	chr6	7480085	7480316	+	101	NA	TTS (ENST00000421896.1)	processed_pseudogene-TTS (ENST00000421896.1)	2394	ENST00000421896.1	ENSG00000233503	ENST00000421896			HNRNPLP1			processed_pseudogene
rep1_peak_960	chr1	148992295	148992613	+	101	NA	exon (ENST00000313431.13, exon 19 of 19)	protein_coding-exon (ENST00000313431.13, exon 19 of 19)	-8147	ENST00000695770.1	ENSG00000178104	ENST00000695766			PDE4DIP			protein_coding
rep1_peak_2709	chr12	52148757	52149006	+	101	NA	Intergenic	Intergenic	-15234	ENST00000640420.1	ENSG00000258279	ENST00000663735			LINC00592			lncRNA
rep1_peak_12540	chr9	133030766	133031056	+	101	NA	promoter-TSS (ENST00000342018.12)	protein_coding-promoter-TSS (ENST00000342018.12)	-86	ENST00000372097.10	ENSG00000148308	ENST00000439697			GTF3C5			protein_coding
rep1_peak_10242	chr6	30717428	30717736	+	101	NA	promoter-TSS (ENST00000376406.8)	protein_coding-promoter-TSS (ENST00000376406.8)	-135	ENST00000425072.5	ENSG00000137337	ENST00000492462			MDC1			protein_coding
rep1_peak_1119	chr1	169485697	169486004	+	101	NA	promoter-TSS (ENST00000236137.10)	protein_coding-promoter-TSS (ENST00000236137.10)	81	ENST00000367804.4	ENSG00000117479	ENST00000643377			SLC19A2			protein_coding
rep1_peak_5461	chr17	79942622	79942837	+	101	NA	intron (ENST00000576768.5, intron 6 of 7)	protein_coding-intron (ENST00000310924.7, intron 10 of 11)	8099	ENST00000572862.5	ENSG00000167291	ENST00000570373			TBC1D16			protein_coding
rep1_peak_6961	chr2	164522596	164522900	+	101	NA	intron (ENST00000696453.2, intron 4 of 12)	protein_coding-intron (ENST00000263915.8, intron 5 of 13)	-25696	ENST00000497306.1	ENSG00000115290	ENST00000424693			GRB14			protein_coding
rep1_peak_6026	chr19	35006464	35006882	+	101	NA	intron (ENST00000603669.5, intron 3 of 4)	protein_coding-intron (ENST00000317991.10, intron 1 of 19)	-3000	ENST00000599476.1	ENSG00000089351	ENST00000411896			GRAMD1A			protein_coding
rep1_peak_2041	chr11	2193398	2193639	+	101	NA	Intergenic	Intergenic	20455	ENST00000584128.1	ENSG00000265258	ENST00000584128			MIR4686			miRNA
rep1_peak_10250	chr6	31620221	31620553	+	100	NA	promoter-TSS (ENST00000376007.8)	protein_coding-promoter-TSS (ENST00000376007.8)	19	ENST00000691329.1	ENSG00000289375	ENST00000691329			ENSG00000289375			lncRNA
rep1_peak_64	GL000224.1	4144	4348	+	100	NA	NA	NA	NA	NA								
rep1_peak_11927	chr8	101368911	101369184	+	100	NA	exon (ENST00000419462.1, exon 3 of 4)	lncRNA-exon (ENST00000419462.1, exon 3 of 4)	137	ENST00000519039.1	ENSG00000228224	ENST00000519039			NACA4P			transcribed_processed_pseudogene
rep1_peak_2224	chr11	64842789	64843040	+	100	NA	intron (ENST00000342711.6, intron 1 of 36)	protein_coding-intron (ENST00000342711.6, intron 1 of 36)	1739	ENST00000342711.6	ENSG00000171219	ENST00000342711			CDC42BPG			protein_coding
rep1_peak_1795	chr10	98314463	98314849	+	99	NA	Intergenic	Intergenic	-46462	ENST00000260702.4	ENSG00000138131	ENST00000260702			LOXL4			protein_coding
rep1_peak_11680	chr8	37598611	37599136	+	99	NA	promoter-TSS (ENST00000522471.1)	lncRNA-promoter-TSS (ENST00000522471.1)	-95	ENST00000522471.1	ENSG00000254290	ENST00000522471			ENSG00000254290			lncRNA
rep1_peak_5243	chr17	45440083	45440297	+	99	NA	exon (ENST00000430334.8, exon 10 of 12)	protein_coding-exon (ENST00000430334.8, exon 10 of 12)	183	ENST00000585506.2	ENSG00000225190	ENST00000700125			PLEKHM1			protein_coding
rep1_peak_2555	chr12	7439879	7440131	+	99	NA	promoter-TSS (ENST00000538078.1)	processed_pseudogene-promoter-TSS (ENST00000538078.1)	-15	ENST00000538078.1	ENSG00000255836	ENST00000538078			ENSG00000255836			processed_pseudogene
rep1_peak_354	chr1	12478279	12478521	+	99	NA	promoter-TSS (ENST00000645148.1)	protein_coding-promoter-TSS (ENST00000645148.1)	-149	ENST00000645148.1	ENSG00000048707	ENST00000487188			VPS13D			protein_coding
rep1_peak_6900	chr2	137202393	137202597	+	99	NA	intron (ENST00000409968.6, intron 7 of 27)	protein_coding-intron (ENST00000409968.6, intron 7 of 27)	46535	ENST00000485379.1	ENSG00000144229	ENST00000409968			THSD7B			protein_coding
rep1_peak_2029	chr11	1769279	1769538	+	99	NA	Intergenic	Intergenic	-4337	ENST00000658619.1	ENSG00000287484	ENST00000658619			ENSG00000287484			lncRNA
rep1_peak_4693	chr16	70043613	70043818	+	99	NA	intron (ENST00000534700.6, intron 1 of 15)	lncRNA-intron (ENST00000527016.1, intron 1 of 4)	13369	ENST00000458813.1	ENSG00000239118	ENST00000458813			MIR1972-2			miRNA
rep1_peak_10759	chr6	134529975	134530142	+	99	NA	intron (ENST00000606039.1, intron 2 of 3)	lncRNA-intron (ENST00000418837.6, intron 3 of 3)	948	ENST00000423028.2	ENSG00000232310	ENST00000665479			LINC03002			lncRNA
rep1_peak_12853	chrX	71702941	71703132	+	99	NA	exon (ENST00000627173.1, exon 3 of 3)	lncRNA-exon (ENST00000627173.1, exon 3 of 3)	5840	ENST00000627173.1	ENSG00000281852	ENST00000627173			LINC00891			lncRNA
rep1_peak_5801	chr19	4723971	4724125	+	99	NA	promoter-TSS (ENST00000262960.14)	protein_coding-promoter-TSS (ENST00000262960.14)	-205	ENST00000601130.6	ENSG00000142002	ENST00000601173			DPP9			protein_coding
rep1_peak_7534	chr20	47012055	47012424	+	99	NA	intron (ENST00000611592.4, intron 4 of 14)	protein_coding-intron (ENST00000317304.10, intron 3 of 13)	10779	ENST00000458636.2	ENSG00000064655	ENST00000458636			EYA2			protein_coding
rep1_peak_1638	chr10	45470616	45470912	+	99	NA	intron (ENST00000602712.2, intron 3 of 4)	protein_coding-intron (ENST00000319836.7, intron 3 of 6)	-8560	ENST00000476962.1	ENSG00000165406	ENST00000476962			MARCHF8			protein_coding
rep1_peak_5399	chr17	75085537	75085753	+	99	NA	Intergenic	Intergenic	-2082	ENST00000580123.5	ENSG00000170190	ENST00000578847			SLC16A5			protein_coding
rep1_peak_11223	chr7	74633595	74633865	+	99	NA	exon (ENST00000623770.1, exon 1 of 1)	TEC-exon (ENST00000623770.1, exon 1 of 1)	154	ENST00000623770.1	ENSG00000279005	ENST00000623770			ENSG00000279005			TEC
rep1_peak_1231	chr1	205122165	205122399	+	99	NA	promoter-TSS (ENST00000264515.11)	protein_coding-promoter-TSS (ENST00000264515.11)	-267	ENST00000367164.1	ENSG00000117222	ENST00000264515			RBBP5			protein_coding
rep1_peak_2983	chr12	123094733	123095029	+	99	NA	intron (ENST00000542210.1, intron 2 of 3)	protein_coding-intron (ENST00000280562.9, intron 1 of 24)	-2060	ENST00000624878.1	ENSG00000280381	ENST00000624878			ENSG00000280381			TEC
rep1_peak_1252	chr1	211258881	211259147	+	99	NA	promoter-TSS (ENST00000367005.8)	protein_coding-promoter-TSS (ENST00000367005.8)	-265	ENST00000367006.8	ENSG00000117625	ENST00000528926			RCOR3			protein_coding
rep1_peak_1777	chr10	94299557	94299786	+	99	NA	intron (ENST00000692396.1, intron 24 of 32)	protein_coding-intron (ENST00000371375.2, intron 23 of 30)	6617	ENST00000686807.1	ENSG00000138193	ENST00000685132			PLCE1			protein_coding
rep1_peak_11004	chr7	30149217	30149378	+	99	NA	intron (ENST00000324489.5, intron 2 of 2)	protein_coding-intron (ENST00000324453.13, intron 2 of 2)	3496	ENST00000324489.5	ENSG00000180354	ENST00000409688			MTURN			protein_coding
rep1_peak_10731	chr6	122622751	122622940	+	99	NA	intron (ENST00000392490.5, intron 1 of 3)	protein_coding-intron (ENST00000368448.5, intron 1 of 5)	-1831	ENST00000658962.1	ENSG00000287258	ENST00000658962			ENSG00000287258			lncRNA
rep1_peak_7159	chr2	234464041	234464300	+	99	NA	Intergenic	Intergenic	-8387	ENST00000440046.1	ENSG00000232690	ENST00000440046			HSPE1P9			unprocessed_pseudogene
rep1_peak_3858	chr15	38593630	38593894	+	99	NA	Intergenic	Intergenic	-28187	ENST00000561180.5	ENSG00000172575	ENST00000559830			RASGRP1			protein_coding
rep1_peak_10913	chr7	2425438	2425666	+	99	NA	intron (ENST00000432336.1, intron 1 of 1)	protein_coding-intron (ENST00000258711.7, intron 1 of 1)	-12211	ENST00000313156.3	ENSG00000136213	ENST00000258711			CHST12			protein_coding
rep1_peak_3224	chr13	73133550	73133879	+	99	NA	Intergenic	Intergenic	-20696	ENST00000363397.1	ENSG00000200267	ENST00000363397			RNU6-66P			snRNA
rep1_peak_1886	chr10	121510230	121510398	+	99	NA	promoter-TSS (ENST00000682904.1)	protein_coding-promoter-TSS (ENST00000682904.1)	-21	ENST00000682904.1	ENSG00000066468	ENST00000457416			FGFR2			protein_coding
rep1_peak_145	KI270733.1	135783	135954	+	99	NA	Intergenic	Intergenic	6991	ENST00000616292.1	ENSG00000276700	ENST00000616292			RNA5-8SN4			rRNA
rep1_peak_2248	chr11	66052027	66052476	+	99	NA	promoter-TSS (ENST00000322535.11)	protein_coding-promoter-TSS (ENST00000322535.11)	-80	ENST00000528302.5	ENSG00000087365	ENST00000531041			SF3B2			protein_coding
rep1_peak_6527	chr2	42494928	42495201	+	98	NA	intron (ENST00000405592.5, intron 1 of 17)	protein_coding-intron (ENST00000405592.5, intron 1 of 17)	495	ENST00000405592.5	ENSG00000057935	ENST00000430763			MTA3			protein_coding
rep1_peak_7038	chr2	196292286	196292673	+	98	NA	exon (ENST00000644405.1, exon 4 of 4)	protein_coding-exon (ENST00000644405.1, exon 4 of 4)	3070	ENST00000616437.1	ENSG00000276200	ENST00000616437			RN7SL820P			misc_RNA
rep1_peak_1294	chr1	227937094	227937274	+	98	NA	intron (ENST00000272164.6, intron 1 of 3)	protein_coding-intron (ENST00000272164.6, intron 1 of 3)	4499	ENST00000584300.1	ENSG00000264483	ENST00000584300			MIR5008			miRNA
rep1_peak_3021	chr12	130340070	130340295	+	98	NA	intron (ENST00000535956.5, intron 1 of 4)	protein_coding-intron (ENST00000245255.7, intron 1 of 20)	683	ENST00000535956.5	ENSG00000125207	ENST00000540672			PIWIL1			protein_coding
rep1_peak_3908	chr15	51622076	51622284	+	98	NA	intron (ENST00000560891.6, intron 1 of 43)	protein_coding-intron (ENST00000251076.9, intron 1 of 42)	455	ENST00000543779.6	ENSG00000104093	ENST00000559059			DMXL2			protein_coding
rep1_peak_12446	chr9	119963879	119964066	+	98	NA	Intergenic	Intergenic	-9122	ENST00000454204.1	ENSG00000225960	ENST00000454204			ENSG00000225960			lncRNA
rep1_peak_6612	chr2	69644030	69644520	+	98	NA	promoter-TSS (ENST00000406297.7)	protein_coding-promoter-TSS (ENST00000406297.7)	-150	ENST00000418066.2	ENSG00000196975	ENST00000394295			ANXA4			protein_coding
rep1_peak_10308	chr6	37433107	37433359	+	98	NA	promoter-TSS (ENST00000373451.9)	protein_coding-promoter-TSS (ENST00000373451.9)	12	ENST00000373451.9	ENSG00000137200	ENST00000457419			CMTR1			protein_coding
rep1_peak_12500	chr9	128771911	128772125	+	97	NA	promoter-TSS (ENST00000291900.7)	protein_coding-promoter-TSS (ENST00000291900.7)	-77	ENST00000414921.5	ENSG00000160445	ENST00000414921			ZER1			protein_coding
rep1_peak_148	KI270733.1	139622	140210	+	97	NA	Intergenic	Intergenic	11039	ENST00000616292.1	ENSG00000276700	ENST00000616292			RNA5-8SN4			rRNA
rep1_peak_4264	chr16	2983794	2983981	+	96	NA	Intergenic	Intergenic	-2296	ENST00000621689.1	ENSG00000274367	ENST00000621689			ENSG00000274367			lncRNA
rep1_peak_1404	chr1	247117997	247118529	+	96	NA	Intergenic	Intergenic	-1406	ENST00000457012.2	ENSG00000226164	ENST00000457012			FGFR3P6			processed_pseudogene
rep1_peak_2219	chr11	64269980	64270129	+	96	NA	promoter-TSS (ENST00000546139.5)	protein_coding-promoter-TSS (ENST00000546139.5)	-8	ENST00000546139.5	ENSG00000173264	ENST00000540370			GPR137			protein_coding
rep1_peak_8153	chr22	26483756	26484003	+	96	NA	promoter-TSS (ENST00000215917.11)	protein_coding-promoter-TSS (ENST00000215917.11)	2	ENST00000215917.11	ENSG00000100104	ENST00000477945			SRRD			protein_coding
rep1_peak_11308	chr7	97872100	97872434	+	96	NA	promoter-TSS (ENST00000394309.7)	protein_coding-promoter-TSS (ENST00000394309.7)	-102	ENST00000442734.5	ENSG00000070669	ENST00000394308			ASNS			protein_coding
rep1_peak_4937	chr17	7836899	7837158	+	96	NA	promoter-TSS (ENST00000684806.2)	lncRNA-promoter-TSS (ENST00000684806.2)	546	ENST00000684889.1	ENSG00000288748	ENST00000684889			ENSG00000288748			lncRNA
rep1_peak_7611	chr20	57435713	57436138	+	96	NA	Intergenic	Intergenic	-6817	ENST00000652193.1	ENSG00000286052	ENST00000652193			ENSG00000286052			lncRNA
rep1_peak_8279	chr22	48090068	48090295	+	96	NA	Intergenic	Intergenic	37535	ENST00000624219.1	ENSG00000278890	ENST00000624219			ENSG00000278890			lncRNA
rep1_peak_92	KI270714.1	33716	33982	+	96	NA	NA	NA	NA	NA								
rep1_peak_3509	chr14	73058254	73058543	+	96	NA	promoter-TSS (ENST00000261973.12)	protein_coding-promoter-TSS (ENST00000261973.12)	-134	ENST00000527432.5	ENSG00000119707	ENST00000261973			RBM25			protein_coding
rep1_peak_11197	chr7	72954432	72954857	+	96	NA	promoter-TSS (ENST00000444583.6)	lncRNA-promoter-TSS (ENST00000444583.6)	62	ENST00000602348.5	ENSG00000290831	ENST00000602348			NSUN5P2			lncRNA
rep1_peak_5239	chr17	45131705	45131984	+	96	NA	promoter-TSS (ENST00000431281.5)	protein_coding-promoter-TSS (ENST00000431281.5)	671	ENST00000619929.5	ENSG00000161714	ENST00000611986			PLCD3			protein_coding
rep1_peak_4675	chr16	68234268	68234549	+	95	NA	promoter-TSS (ENST00000562738.5)	protein_coding-promoter-TSS (ENST00000562738.5)	-238	ENST00000562738.5	ENSG00000103067	ENST00000251366			ESRP2			protein_coding
rep1_peak_8710	chr3	127113151	127113401	+	95	NA	Intergenic	Intergenic	-79855	ENST00000624688.2	ENSG00000214324	ENST00000624688			PRR23E			protein_coding
rep1_peak_4148	chr15	89756902	89757184	+	95	NA	Intergenic	Intergenic	-3548	ENST00000560219.2	ENSG00000188095	ENST00000341735			MESP2			protein_coding
rep1_peak_3090	chr13	21670912	21671125	+	95	NA	promoter-TSS (ENST00000382353.6)	protein_coding-promoter-TSS (ENST00000382353.6)	-44	ENST00000701135.1	ENSG00000289860	ENST00000701135			ENSG00000289860			lncRNA
rep1_peak_1006	chr1	152036938	152037212	+	95	NA	promoter-TSS (ENST00000271638.3)	protein_coding-promoter-TSS (ENST00000271638.3)	-71	ENST00000271638.3	ENSG00000163191	ENST00000271638			S100A11			protein_coding
rep1_peak_6873	chr2	129979647	129979962	+	95	NA	exon (ENST00000410061.4, exon 1 of 1)	protein_coding-exon (ENST00000410061.4, exon 1 of 1)	138	ENST00000410061.4	ENSG00000222014	ENST00000410061			RAB6C			protein_coding
rep1_peak_2324	chr11	72041205	72041933	+	95	NA	promoter-TSS (ENST00000535947.5)	protein_coding-promoter-TSS (ENST00000535947.5)	-44	ENST00000544238.5	ENSG00000137497	ENST00000537217			NUMA1			protein_coding
rep1_peak_4430	chr16	27138972	27139269	+	95	NA	Intergenic	Intergenic	-3941	ENST00000567658.1	ENSG00000261557	ENST00000567658			EEF1A1P38			processed_pseudogene
rep1_peak_6729	chr2	96951947	96952195	+	95	NA	promoter-TSS (ENST00000520074.1)	protein_coding-promoter-TSS (ENST00000520074.1)	-136	ENST00000520074.1	ENSG00000168754	ENST00000470789			FAM178B			protein_coding
rep1_peak_747	chr1	120615134	120615516	+	95	NA	intron (ENST00000612480.2, intron 4 of 41)	transcribed_unprocessed_pseudogene-intron (ENST00000612480.2, intron 4 of 41)	44205	ENST00000618978.1	ENSG00000273694	ENST00000618978			U2			snRNA
rep1_peak_11902	chr8	95269138	95269767	+	95	NA	promoter-TSS (ENST00000286688.6)	protein_coding-promoter-TSS (ENST00000286688.6)	-251	ENST00000286688.6	ENSG00000156172	ENST00000286688			CFAP418			protein_coding
rep1_peak_11582	chr8	72421	72637	+	95	NA	promoter-TSS (ENST00000518652.1)	lncRNA-promoter-TSS (ENST00000518652.1)	-72	ENST00000522481.3	ENSG00000253896	ENST00000518652			ENSG00000253896			lncRNA
rep1_peak_9864	chr5	113488412	113488577	+	95	NA	promoter-TSS (ENST00000408903.7)	protein_coding-promoter-TSS (ENST00000408903.7)	-41	ENST00000408903.7	ENSG00000171444	ENST00000302475			MCC			protein_coding
rep1_peak_10697	chr6	107459322	107459656	+	95	NA	promoter-TSS (ENST00000369031.4)	protein_coding-promoter-TSS (ENST00000369031.4)	75	ENST00000369031.4	ENSG00000164494	ENST00000369031			PDSS2			protein_coding
rep1_peak_12357	chr9	94030910	94031125	+	95	NA	promoter-TSS (ENST00000650567.1)	protein_coding-promoter-TSS (ENST00000650567.1)	-10	ENST00000650567.1	ENSG00000158079	ENST00000288976			PTPDC1			protein_coding
rep1_peak_8357	chr3	14256647	14256885	+	95	NA	Intergenic	Intergenic	47079	ENST00000525575.1	ENSG00000255021	ENST00000525575			ENSG00000255021			lncRNA
rep1_peak_4278	chr16	4021126	4021384	+	95	NA	intron (ENST00000572288.1, intron 1 of 3)	protein_coding-intron (ENST00000294016.8, intron 2 of 10)	-5573	ENST00000575550.5	ENSG00000162104	ENST00000294016			ADCY9			protein_coding
rep1_peak_11212	chr7	73770106	73770346	+	94	NA	promoter-TSS (ENST00000395145.3)	protein_coding-promoter-TSS (ENST00000395145.3)	44	ENST00000395145.3	ENSG00000165215	ENST00000395145			CLDN3			protein_coding
rep1_peak_12061	chr8	143382728	143382963	+	94	NA	TTS (ENST00000522899.1)	protein_coding-TTS (ENST00000522899.1)	3508	ENST00000522899.1	ENSG00000158106	ENST00000522899			RHPN1			protein_coding
rep1_peak_8915	chr3	192851935	192852104	+	94	NA	intron (ENST00000392452.3, intron 1 of 1)	protein_coding-intron (ENST00000392452.3, intron 1 of 1)	65837	ENST00000392452.3	ENSG00000180611	ENST00000392452			MB21D2			protein_coding
rep1_peak_4712	chr16	72929516	72929726	+	94	NA	intron (ENST00000641206.2, intron 11 of 17)	protein_coding-intron (ENST00000268489.10, intron 3 of 9)	-39787	ENST00000563625.1	ENSG00000140836	ENST00000563625			ZFHX3			protein_coding
rep1_peak_1129	chr1	172359018	172359240	+	94	NA	intron (ENST00000627582.3, intron 17 of 20)	protein_coding-intron (ENST00000355305.9, intron 17 of 20)	-7411	ENST00000383957.1	ENSG00000206684	ENST00000383957			RNU6-157P			snRNA
rep1_peak_8684	chr3	123732514	123732754	+	93	NA	intron (ENST00000690457.1, intron 6 of 28)	protein_coding-intron (ENST00000346322.10, intron 8 of 29)	3136	ENST00000514623.1	ENSG00000065534	ENST00000360304			MYLK			protein_coding
rep1_peak_5312	chr17	59846365	59846823	+	93	NA	TTS (ENST00000364654.1)	snRNA-TTS (ENST00000364654.1)	950	ENST00000364654.1	ENSG00000201524	ENST00000364654			RNU6-450P			snRNA
rep1_peak_2937	chr12	116390433	116390656	+	93	NA	Intergenic	Intergenic	21780	ENST00000548506.1	ENSG00000258346	ENST00000548506			ENSG00000258346			lncRNA
rep1_peak_7316	chr20	25861648	25861853	+	93	NA	promoter-TSS (ENST00000453481.4)	lncRNA-promoter-TSS (ENST00000453481.4)	-167	ENST00000453481.4	ENSG00000175170	ENST00000670090			FAM182B			lncRNA
rep1_peak_11474	chr7	140992545	140992826	+	92	NA	Intergenic	Intergenic	7115	ENST00000475327.1	ENSG00000242703	ENST00000475327			CCT4P1			processed_pseudogene
rep1_peak_10214	chr6	27230410	27230669	+	92	NA	Intergenic	Intergenic	-17162	ENST00000421826.6	ENSG00000112812	ENST00000488649			PRSS16			protein_coding
rep1_peak_4265	chr16	3003924	3004160	+	92	NA	promoter-TSS (ENST00000692767.1)	protein_coding-promoter-TSS (ENST00000692767.1)	-90	ENST00000692767.1	ENSG00000289281	ENST00000692767			ENSG00000289281			protein_coding
rep1_peak_3099	chr13	23715286	23715537	+	92	NA	intron (ENST00000691844.2, intron 1 of 2)	lncRNA-intron (ENST00000691844.2, intron 1 of 2)	259	ENST00000691844.2	ENSG00000289332	ENST00000691844			ENSG00000289332			lncRNA
rep1_peak_6326	chr19	54173148	54173350	+	92	NA	promoter-TSS (ENST00000446291.1)	protein_coding-promoter-TSS (ENST00000446291.1)	1	ENST00000617472.4	ENSG00000167608	ENST00000613492			TMC4			protein_coding
rep1_peak_11386	chr7	105012559	105012905	+	92	NA	TTS (ENST00000453677.1)	lncRNA-TTS (ENST00000453677.1)	292	ENST00000445184.1	ENSG00000228393	ENST00000702542			LINC01004			lncRNA
rep1_peak_10730	chr6	122610159	122610389	+	92	NA	promoter-TSS (ENST00000368448.5)	protein_coding-promoter-TSS (ENST00000368448.5)	42	ENST00000368448.5	ENSG00000135549	ENST00000696716			PKIB			protein_coding
rep1_peak_714	chr1	113812046	113812661	+	92	NA	promoter-TSS (ENST00000418238.2)	lncRNA-promoter-TSS (ENST00000418238.2)	-26	ENST00000429398.5	ENSG00000231128	ENST00000664434			ENSG00000231128			lncRNA
